2;29
0987;14
45;49
7;39
2084;71
825;25
6;55
48278;59
76;82
320;97
6903;63
44198;21
4281;66
88944;100
830;19
76;55
47;47
4979;72
27698;30
59353;86
24741;11
3;92
0973;100
917;54
6199;85
6630;1
0;57
377;60
43029;13
8;53
3;28
98;59
55267;99
49188;64
867;58
2;24
4;82
06998;90
07;43
950;53
50;63
502;39
6974;72
58;13
903;98
53;79
871;1
439;91
46842;17
308;54
197;1
084;20
7;80
41409;72
9201;57
3619;82
4;64
034;1
3;79
541;79
694;60
07761;60
3;60
17;79
0120;67
360;1
71;31
9463;27
21;65
01325;18
338;27
898;75
627;70
4;17
9337;11
01013;69
66016;13
20593;87
55;64
59001;31
487;37
524;77
526;48
667;79
3043;91
9;99
8891;89
7219;89
41;36
92544;53
0;99
72;99
63;79
7941;65
91;8
92;66
13016;34
4655;46
2713;15
852;2
28609;48
7432;4
4109;62
97;36
4443;95
19687;26
78635;44
7;8
7;11
27;71
659;40
8;35
9;26
46;23
4;1
69;42
73793;86
6;22
668;20
2862;79
10;3
998;10
02;8
710;81
1718;16
148;40
5642;53
88;83
9;5
2;5
8;95
813;43
285;11
81;33
4612;98
33835;43
506;92
48;73
839;58
62;16
9006;75
8;86
82;80
55;26
251;47
61568;59
7;18
56;20
5530;72
83;59
3;96
3;42
3380;5
57;67
55896;66
2131;95
2;35
1645;33
795;52
7;43
93;61
371;67
63509;20
837;44
12;81
5500;2
81219;70
742;49
599;12
80;25
68;5
1;66
73;49
114;25
2;51
489;95
44;81
35;15
78;80
184;16
73;13
32;54
22891;26
6751;90
7;9
5593;96
753;59
7;69
9411;42
846;51
84;58
889;82
70710;71
2096;37
03233;87
909;69
216;89
49;37
3;6
4;97
209;63
01;91
92;1
34;35
49260;87
290;17
13;57
68;57
733;88
67277;100
1;50
8533;83
4;30
41;31
90610;81
20;47
69;43
1;22
91418;53
4764;19
4758;4
94;84
80;78
734;18
7891;5
68186;31
6172;72
83072;97
9461;66
8;57
69639;74
97;65
78;99
871;89
745;52
5;78
42;99
8;40
4544;30
24336;13
82;73
4485;33
869;59
9;65
33210;100
4;50
890;1
19946;16
16;86
6;59
033;17
1390;72
133;95
792;98
8;62
45;25
525;87
55;13
5870;32
8924;49
03577;97
6;53
932;80
79555;83
7;3
78520;58
20797;67
42819;70
36779;49
75;30
77;87
82;49
19439;91
1899;19
56009;6
980;43
1579;68
81403;20
23457;69
14367;97
69258;35
391;99
430;46
852;42
0;72
83;42
30192;37
-1,-1
